hostname,num_stars,num_planets,orbital_period_mean,inner_orbit,outer_orbit,planet_radius_mean,planet_radius_std,planet_mass_mean,planet_mass_std,eccentricity_mean,stellar_temp,stellar_radius,stellar_mass,stellar_metallicity,log_orbital_period_mean,orbital_span,system_compactness,mass_to_radius_ratio,planet_per_star_ratio
GJ 3929,1,2,8.8281175,0.0252,0.081,1.6749999999999998,0.8273149339882605,3.73,2.8001428534987283,0.0,3384.0,0.32,0.313,-0.02,0.9458681048772507,0.0558,35.842293906810035,2.226865671641791,2.0
GJ 3942,1,1,6.905,0.0608,0.0608,2.57,0.0,7.14,0.0,0.121,3867.0,0.61,0.63,-0.04,0.8391636829146502,0.0,0.0,2.7782101167315174,1.0
GJ 3988,1,1,6.9442,0.0405,0.0405,1.74,0.0,3.69,0.0,0.0,3273.0,0.19734,0.1842,-0.12,0.841622220469927,0.0,0.0,2.1206896551724137,1.0
GJ 3998,1,3,19.38577666666667,0.03,0.189,2.0766666666666667,0.6000277771348035,5.13,2.308311070891443,0.0,3726.0,0.5,0.52,-0.13,1.2874832051518814,0.159,18.867924528301888,2.4703049759229536,3.0
GJ 411,1,2,1479.4697,0.07879,2.94,2.605,1.6334166645409247,8.145,7.714534982745234,0.0975,3719.0,0.3685,0.3899,-0.3621,3.170106075101551,2.86121,0.6990049664302865,3.126679462571977,2.0
GJ 414 A,2,2,400.315,0.2324,1.4,5.515000000000001,4.08000612744638,30.715,32.689546494254095,0.2775,4120.0,0.68,0.65,0.24,2.6024018636379003,1.1676,1.7129153819801302,5.5693563009972795,1.0
GJ 4276,1,1,13.352,0.082,0.082,4.22,0.0,16.57,0.0,0.37,3387.0,0.407,0.406,0.12,1.1255463236711902,0.0,0.0,3.9265402843601898,1.0
GJ 433,1,3,1712.5114999999998,0.062,4.819,3.58,2.3315445524372893,14.562666666666665,15.472069684865478,0.07666666666666667,3461.0,0.5,0.48,-0.17,3.233633496584768,4.757,0.6306495690561279,4.0677839851024205,3.0
GJ 436,1,1,2.64388312,0.0291,0.0291,4.17,0.0,22.1,0.0,0.13827,3586.11,0.455,0.47,0.0991,0.4222422520764516,0.0,0.0,5.299760191846524,1.0
GJ 463,1,1,3459.0,3.53,3.53,13.1,0.0,1080.6165838,0.0,0.146,3563.0,0.483,0.486,-0.16,3.5389505620143615,0.0,0.0,82.4898155572519,1.0
GJ 480,1,1,9.5536,0.068,0.068,2.91,0.0,8.8,0.0,0.0,3509.0,0.449,0.45,0.26,0.9801670538377046,0.0,0.0,3.0240549828178693,1.0
GJ 486,1,1,1.46712127,0.01714,0.01714,1.289,0.0,2.77,0.0,0.00086,3317.0,0.3243,0.312,-0.15,0.1664660134445629,0.0,0.0,2.1489526764934057,1.0
GJ 514,1,1,140.43,0.422,0.422,2.13,0.0,5.2,0.0,0.45,3728.0,0.5,0.51,-0.14,2.1474598958471045,0.0,0.0,2.4413145539906105,1.0
GJ 536,1,2,20.73487,0.0668,0.1617,2.355,0.07778174593052045,6.13,0.3394112549695431,0.0,3641.0,0.529,0.528,-0.08,1.3167013168420847,0.09490000000000001,21.07481559536354,2.602972399150743,2.0
GJ 581,1,3,7.145933333333333,0.02799,0.0718,2.89,1.7381311803198287,9.93,9.406428652788474,0.02606666666666667,3500.0,0.302,0.295,-0.08,0.8540589602150755,0.04381,68.47751654873316,3.4359861591695497,3.0
GJ 625,1,1,14.628,0.078361,0.078361,1.49,0.0,2.82,0.0,0.13,3499.0,0.31,0.3,-0.38,1.1651849516660067,0.0,0.0,1.8926174496644295,1.0
GJ 649,1,1,600.1,1.112,1.112,10.8,0.0,81.99972901,0.0,0.083,3734.0,0.5,0.51,-0.15,2.7782236267660965,0.0,0.0,7.5925675009259255,1.0
GJ 674,1,1,4.6938,0.039,0.039,3.33,0.0,11.09,0.0,0.2,3600.0,0.36463,0.35,-0.28,0.6715245806296686,0.0,0.0,3.33033033033033,1.0
GJ 676 A,2,4,3752.9856425,0.039,9.726,7.3375,6.028921268905962,1534.8728345025,2029.2565233436526,0.2395,3734.0,0.69,0.626,0.23,3.5743769029702497,9.687000000000001,0.41292453804067303,209.1819876664395,2.0
GJ 685,1,1,24.16,0.1344,0.1344,2.95,0.0,9.0,0.0,0.0,3816.0,0.54,0.55,-0.15,1.3830969299490943,0.0,0.0,3.0508474576271185,1.0
GJ 687,1,2,382.85200000000003,0.163,1.165,4.23,0.1272792206135793,16.6,0.8485281374238578,0.28500000000000003,3413.0,0.4183,0.4,0.0631,2.583030920168876,1.002,1.996007984031936,3.92434988179669,2.0
GJ 720 A,2,1,19.466,0.119,0.119,3.77,0.0,13.64,0.0,0.12,3837.0,0.56,0.57,-0.14,1.2892767190393597,0.0,0.0,3.618037135278515,0.5
GJ 724,1,1,5.101284,0.04685,0.04685,3.27,0.0,10.75,0.0,0.577,3799.0,0.52226,0.5271,-0.02,0.7076795023587695,0.0,0.0,3.287461773700306,1.0
GJ 740,1,1,2.37756,0.029,0.029,1.53,0.0,2.96,0.0,0.24,3913.0,0.56,0.58,0.08,0.37613148558426385,0.0,0.0,1.934640522875817,1.0
GJ 832,1,1,3853.0,3.7,3.7,13.8,0.0,314.65012293,0.0,0.05,3472.0,0.441557,0.45,-0.3,3.5857990090130007,0.0,0.0,22.800733545652175,1.0
GJ 849,1,2,3957.6549999999997,2.32,4.95,13.850000000000001,0.07071067811865513,299.23544519,21.79964631951865,0.0605,3467.0,0.45,0.45,0.09,3.597437932839885,2.6300000000000003,0.7604562737642585,21.605447306137183,2.0
GJ 86,2,1,15.76491,0.11,0.11,12.9,0.0,1404.8086,0.0,0.04,5182.0,0.77,0.93,-0.22,1.1976914957553513,0.0,0.0,108.89989147286822,0.5
GJ 876,1,4,54.35062,0.02080665,0.3343,8.432500000000001,6.058830332663229,242.90952499999997,336.0624441709742,0.1375775,3293.74,0.3,0.32,0.2129,1.735204502627336,0.31349335,12.759441308723135,28.806347465164535,4.0
GJ 887,1,4,21.560200000000002,0.0417,0.212,1.9224999999999999,0.6030132668523968,4.49,2.3210055292193226,0.15500000000000003,3688.0,0.468,0.495,-0.06,1.3336527852017843,0.1703,23.48796241926013,2.335500650195059,4.0
GJ 9066,1,1,771.36,0.88,0.88,9.6,0.0,66.74396547,0.0,0.46,3154.0,0.164,0.15,-0.13,2.8872571141389316,0.0,0.0,6.952496403125001,1.0
GJ 96,1,1,73.94,0.291,0.291,4.67,0.0,19.66,0.0,0.44,3785.0,0.580612,0.6,0.14,1.868879446237088,0.0,0.0,4.209850107066381,1.0
GJ 9689,1,1,18.27,0.1139,0.1139,3.07,0.0,9.65,0.0,0.29,3836.0,0.57,0.59,0.05,1.2617385473525378,0.0,0.0,3.1433224755700326,1.0
GJ 9773,1,1,2965.0,2.921,2.921,14.2,0.0,172.580825,0.0,0.218,3528.0,0.362,0.358,-0.2,3.4720246977002813,0.0,0.0,12.153579225352114,1.0
GJ 9827,1,3,3.6863023333333333,0.0189,0.053,1.5166666666666666,0.43015501081974317,3.0533333333333332,1.2103443036315467,0.0,4236.0,0.58,0.62,-0.29,0.5665909511526801,0.0341,87.97653958944282,2.013186813186813,3.0
GPX-1,1,1,1.744579,0.0338,0.0338,16.47720163,0.0,6261.2196179,0.0,0.0,7000.0,1.56,1.68,0.35,0.24169064044348376,0.0,0.0,379.9928991886713,1.0
Gl 378,1,1,3.822,0.039435,0.039435,3.66,0.0,13.02,0.0,0.109,3879.0,0.56,0.56,0.06,0.5822906827189941,0.0,0.0,3.5573770491803276,1.0
Gl 49,2,1,13.8508,0.0905,0.0905,2.24,0.0,5.63,0.0,0.363,3805.0,0.511,0.515,0.13,1.141474858277844,0.0,0.0,2.5133928571428568,0.5
Gl 686,1,1,15.53,0.091,0.091,2.46,0.0,6.624,0.0,0.05,3656.0,0.427,0.426,-0.23,1.1911714557285584,0.0,0.0,2.692682926829268,1.0
Gl 725 A,2,1,11.2201,0.068,0.068,1.48,0.0,2.78,0.0,0.0,3433.0,0.351,0.33,-0.19,1.0499967276202011,0.0,0.0,1.8783783783783783,0.5
Gliese 12,1,1,12.761418,0.067,0.067,0.93,0.0,0.95,0.0,0.24,3328.0,0.265,0.255,-0.24,1.105898934209576,0.0,0.0,1.021505376344086,1.0
HAT-P-1,2,1,4.46529976,0.05561,0.05561,14.784671,0.0,166.86075,0.0,0.0,5980.0,1.174,1.151,0.13,0.6498506188223486,0.0,0.0,11.286064465012444,0.5
HAT-P-11,1,2,1682.944,0.05258,4.1,8.78,6.250823945689079,438.39006538,584.6218370106965,0.4515,4653.0,0.683,0.811,0.31,3.226069665057455,4.04742,0.4941419472157572,49.9305313644647,2.0
HAT-P-12,1,1,3.2130598,0.0384,0.0384,10.749,0.0,67.059,0.0,0.0,4650.0,0.701,0.733,-0.29,0.506918808517076,0.0,0.0,6.23862684900921,1.0
HAT-P-13,1,2,224.593125,0.04383,1.258,13.279,1.3845150775632589,2404.4415,3017.9027507261567,0.33744999999999997,5653.0,1.756,1.32,0.46,2.351396457979485,1.21417,1.6472157935050282,181.07097673017546,2.0
HAT-P-14,2,1,4.62767,0.0596,0.0596,15.91678,0.0,1093.3352,0.0,0.11,6600.0,1.82,2.65,0.11,0.6653623817643936,0.0,0.0,68.69072764717487,0.5
HAT-P-15,1,1,10.8635,0.0965,0.0965,11.88154,0.0,616.5902,0.0,0.19,5568.0,1.07,1.0,0.22,1.035969768696547,0.0,0.0,51.89480488219541,1.0
HAT-P-16,3,1,2.77596727,0.0413,0.0413,14.68376472,0.0,1341.56043,0.0,0.0462,6140.0,1.158,1.218,0.17,0.44341434127050106,0.0,0.0,91.36351988619987,0.3333333333333333
HAT-P-17,1,2,2797.16926,0.0892,5.6,12.434725,0.94084092770776,632.4707,633.7505337567613,0.37,5246.0,0.87,0.99,0.0,3.44671874683628,5.5108,0.3629237134354359,50.86326396442221,2.0
HAT-P-18,1,1,5.508023,0.0559,0.0559,11.153,0.0,62.61,0.0,0.084,4803.0,0.749,0.77,0.1,0.7409957450838383,0.0,0.0,5.613736214471443,1.0
HAT-P-19,1,1,4.00878322,0.04599,0.04599,11.29865255,0.0,88.03846874,0.0,0.07,4962.0,0.773,0.807,0.166,0.6030125718645694,0.0,0.0,7.79194407035731,1.0
HAT-P-2,1,2,4252.8167579,0.06814,0.06814,11.5298795,1.2305362119988594,3133.78809302,377.56088469694225,0.4436,6380.0,1.39,1.33,0.18,3.6286766705702846,0.0,0.0,271.7971244209447,2.0
HAT-P-20,1,1,2.875317,0.0361,0.0361,9.718,0.0,2302.899,0.0,0.015,4595.0,0.694,0.756,0.35,0.4586857320731066,0.0,0.0,236.97252521094873,1.0
HAT-P-21,1,1,4.12448,0.05037,0.05037,12.44199,0.0,1547.8321,0.0,0.23,5588.0,1.21,1.24,0.01,0.6153692020093096,0.0,0.0,124.40390162666905,1.0
HAT-P-22,2,1,3.21222,0.0414,0.0414,12.89035,0.0,785.0401,0.0,0.02,5302.0,1.11,1.13,0.24,0.5068052817853751,0.0,0.0,60.90137971428239,0.5
HAT-P-23,1,1,1.212884,0.0232,0.0232,15.334,0.0,664.237,0.0,0.106,5905.0,1.203,1.13,0.15,0.08381926700927465,0.0,0.0,43.317920959958265,1.0
HAT-P-24,2,1,3.35524,0.04651,0.04651,14.5717,0.0,238.3725,0.0,0.07,6373.0,1.38,1.37,-0.16,0.5257235906593365,0.0,0.0,16.358592339946608,0.5
HAT-P-25,1,1,3.65281514,0.0466,0.0466,12.722215,0.0,180.84527,0.0,0.023,5519.0,0.919,1.012,0.294,0.5626276941912842,0.0,0.0,14.214920122007056,1.0
HAT-P-26,1,1,4.23452,0.04748,0.04748,7.06167,0.0,22.2481,0.0,0.12,5079.0,0.87,1.12,-0.04,0.6268041884174136,0.0,0.0,3.150543709915643,1.0
HAT-P-27,2,1,3.039577,0.04,0.04,11.43,0.0,197.05,0.0,0.0,5316.0,0.864673,0.916,0.3,0.4828131496127236,0.0,0.0,17.239720034995628,0.5
HAT-P-28,1,1,3.257215,0.0434,0.0434,13.585,0.0,198.953,0.0,0.051,5680.0,1.103,1.025,0.12,0.5128464261214837,0.0,0.0,14.64504968715495,1.0
HAT-P-29,2,1,5.72319,0.0667,0.0667,13.11453,0.0,279.6904,0.0,0.09,6087.0,1.3,1.45,0.21,0.7576381639726653,0.0,0.0,21.326757420967432,0.5
HAT-P-3,2,1,2.8997,0.03866,0.03866,10.53646,0.0,206.5895,0.0,0.0,5185.0,0.87,1.06,0.27,0.4623530685596154,0.0,0.0,19.60710713085799,0.5
HAT-P-30,2,1,2.8106,0.0419,0.0419,16.14096,0.0,263.7989,0.0,0.04,6304.0,1.31,1.55,0.13,0.4487990419241283,0.0,0.0,16.3434454951874,0.5
HAT-P-31,1,1,5.00542,0.061,0.061,12.21781,0.0,721.4741,0.0,0.25,6065.0,1.39,1.31,0.15,0.6994405245784795,0.0,0.0,59.05101650786843,1.0
HAT-P-32,2,1,2.1500082,0.03397,0.03397,22.19382,0.0,216.1244,0.0,0.159,6001.0,1.367,1.132,-0.16,0.33244011629140086,0.0,0.0,9.738044194284717,0.5
HAT-P-33,2,1,3.47447,0.04995,0.04995,20.73665,0.0,292.4036,0.0,0.0,6446.0,1.79,1.82,0.05,0.5408885661548551,0.0,0.0,14.100811847622445,0.5
HAT-P-34,1,1,5.452654,0.06774,0.06774,13.417173,0.0,1058.3739,0.0,0.432,6442.0,1.53,1.392,0.22,0.7366079402582087,0.0,0.0,78.88203424074506,1.0
HAT-P-35,3,1,3.646706,0.04978,0.04978,14.930388,0.0,335.62848,0.0,0.02,6096.0,1.435,1.236,0.11,0.5619007515988181,0.0,0.0,22.479555119398103,0.3333333333333333
HAT-P-36,1,1,1.32734683,0.0241,0.0241,14.313893,0.0,587.413406,0.0,0.063,5620.0,1.041,1.03,0.25,0.12298441696725079,0.0,0.0,41.03799057321443,1.0
HAT-P-37,1,1,2.797436,0.0379,0.0379,13.204,0.0,371.528,0.0,0.058,5500.0,0.877,0.929,0.03,0.4467601594846465,0.0,0.0,28.13753408058164,1.0
HAT-P-38,1,1,4.640382,0.0523,0.0523,9.247,0.0,84.857,0.0,0.067,5330.0,0.923,0.886,0.06,0.6665537334995723,0.0,0.0,9.176705958689304,1.0
HAT-P-39,2,1,3.54387,0.0509,0.0509,17.609,0.0,190.372,0.0,0.0,6430.0,1.625,1.404,0.19,0.5494777822561627,0.0,0.0,10.81106252484525,0.5
HAT-P-4,2,1,3.056536,0.04438,0.04438,14.28,0.0,213.255,0.0,0.0,5860.0,1.596,1.248,0.24,0.4852295152932375,0.0,0.0,14.933823529411764,0.5
HAT-P-40,1,1,4.45724,0.0608,0.0608,17.03768,0.0,152.5584,0.0,0.0,6080.0,1.94,1.03,0.22,0.6490660192935932,0.0,0.0,8.95417685976025,1.0
HAT-P-41,2,1,2.69405,0.04258,0.04258,22.97845,0.0,378.2177,0.0,0.0,6390.0,2.05,2.56,0.21,0.4304056517145791,0.0,0.0,16.459669821071483,0.5
HAT-P-42,1,1,4.641878,0.0575,0.0575,14.348,0.0,331.801,0.0,0.0,5743.0,1.53,1.178,0.27,0.6666937219400065,0.0,0.0,23.125243936437133,1.0
HAT-P-43,1,1,3.3326414,0.0444,0.0444,13.63,0.0,210.395,0.0,0.0,5693.0,1.08,1.03,0.2,0.5227885850737325,0.0,0.0,15.436170212765957,1.0
HAT-P-44,1,2,438.2506095,0.0507,1.752,13.461,0.6519524522539972,691.5855,819.8401082043376,0.269,5295.0,0.949,0.942,0.33,2.6417225287642414,1.7013,1.1755716217010521,51.37697793626031,2.0
HAT-P-45,1,1,3.128992,0.0452,0.0452,15.984,0.0,283.492,0.0,0.049,6330.0,1.319,1.259,0.07,0.49540445277217715,0.0,0.0,17.735985985985987,1.0
HAT-P-46,1,1,4.463129,0.0577,0.0577,14.392,0.0,156.684,0.0,0.123,6120.0,1.396,1.284,0.3,0.649639439647725,0.0,0.0,10.886881600889383,1.0
HAT-P-49,1,1,2.69155,0.04378,0.04378,17.82231,0.0,699.226,0.0,0.0,6820.0,2.06,2.22,0.07,0.43000245196608544,0.0,0.0,39.23318582159102,1.0
HAT-P-5,1,1,2.78849,0.04073,0.04073,13.56289,0.0,311.4734,0.0,0.0,5960.0,1.12,1.04,0.24,0.44536909137640307,0.0,0.0,22.965120265666098,1.0
HAT-P-50,1,1,3.1220109,0.0453,0.0453,14.437192,0.0,429.0705,0.0,0.115,6280.0,1.698,1.273,-0.18,0.4944344149985284,0.0,0.0,29.71980285362971,1.0
HAT-P-51,1,1,4.21802091,0.05042,0.05042,13.50682174,0.0,97.57332095,0.0,0.07,5453.0,0.995,0.961,0.302,0.625108728337348,0.0,0.0,7.2240030133099244,1.0
HAT-P-52,1,1,2.7535953,0.03694,0.03694,11.309881,0.0,259.98494,0.0,0.047,5131.0,0.893,0.887,0.28,0.43990011170450233,0.0,0.0,22.98741604796726,1.0
HAT-P-53,1,1,1.9616241,0.03159,0.03159,14.773462,0.0,471.65972,0.0,0.134,5956.0,1.209,1.093,0.0,0.29261578849937286,0.0,0.0,31.926147033105714,1.0
HAT-P-54,1,1,3.799847,0.04117,0.04117,10.581296,0.0,241.5508,0.0,0.074,4390.0,0.617,0.645,-0.127,0.5797661101974809,0.0,0.0,22.828092135405722,1.0
HAT-P-55,1,1,3.5852313,0.04628,0.04628,14.84069045,0.0,189.42573057,0.0,0.17,5804.0,1.105,1.028,0.003,0.554517179271119,0.0,0.0,12.763943241603021,1.0
HAT-P-56,1,1,2.79083,0.0423,0.0423,16.92559,0.0,734.1873,0.0,0.29,6566.0,1.47,1.42,0.0,0.4457333827765165,0.0,0.0,43.37735346301075,1.0
HAT-P-57,3,1,2.4653,0.0406,0.0406,19.50366,0.0,448.1403,0.0,0.0,6330.0,1.85,2.77,-0.25,0.3918697757093613,0.0,0.0,22.977241194729604,0.3333333333333333
HAT-P-58,1,1,4.0138379,0.04994,0.04994,14.93036229,0.0,118.2321674,0.0,0.073,6078.0,1.53,1.031,-0.224,0.6035598293978439,0.0,0.0,7.918908135215786,1.0
HAT-P-59,1,1,4.1419771,0.05064,0.05064,12.58768533,0.0,489.45574678,0.0,0.03,5678.0,1.1038,1.008,0.217,0.6172076934538296,0.0,0.0,38.88369735565991,1.0
HAT-P-6,1,1,3.85298,0.05239,0.05239,16.58932,0.0,419.5356,0.0,0.0,6570.0,1.62,1.79,-0.13,0.5857967546885313,0.0,0.0,25.289499509322862,1.0
HAT-P-60,1,1,4.7947813,0.06277,0.06277,18.28184752,0.0,182.43350562,0.0,0.25,6212.0,2.197,1.435,0.037,0.6807688028790949,0.0,0.0,9.978942523200741,1.0
HAT-P-61,1,1,1.90231289,0.0301,0.0301,10.07687365,0.0,335.9446262,0.0,0.113,5587.0,0.938,1.004,0.194,0.2792819506795334,0.0,0.0,33.338179862957794,1.0
HAT-P-62,1,1,2.6453235,0.03772,0.03772,12.02723629,0.0,241.86741773,0.0,0.101,5629.0,1.17,1.023,0.414,0.42247879004754996,0.0,0.0,20.10997471888864,1.0
HAT-P-63,1,1,3.377728,0.04294,0.04294,12.5428494,0.0,195.1466419,0.0,0.069,5400.0,0.9661,0.925,0.251,0.5286246739930626,0.0,0.0,15.558397910764997,1.0
HAT-P-64,1,1,4.007232,0.05387,0.05387,19.08889413,0.0,184.34047606,0.0,0.101,6457.0,1.735,1.298,-0.113,0.6028444867808619,0.0,0.0,9.656948946575774,1.0
HAT-P-65,1,1,2.60544751,0.04042,0.04042,18.05766791,0.0,176.07693748,0.0,0.304,5872.0,1.666,1.297,0.208,0.4158823281851895,0.0,0.0,9.75081269395213,1.0
HAT-P-66,1,1,2.972086,0.04363,0.04363,17.82231,0.0,248.86089,0.0,0.09,6002.0,1.881,1.255,0.035,0.4730613719744967,0.0,0.0,13.963447499229897,1.0
HAT-P-67,2,1,4.8101069,0.06505,0.06505,23.9872187,0.0,143.02278315,0.0,0.0,6640.0,2.62,1.73,0.14,0.6821547282582858,0.0,0.0,5.962457963081815,0.5
HAT-P-68,1,1,2.29840551,0.02996,0.02996,12.016048,0.0,230.10892,0.0,0.041,4508.0,0.6701,0.6785,-0.059,0.361426654125436,0.0,0.0,19.150133221837997,1.0
HAT-P-69,1,1,4.7869491,0.06555,0.06555,18.786284,0.0,1137.8314,0.0,0.0,7394.0,1.926,1.648,-0.069,0.6800588096196855,0.0,0.0,60.5671350438437,1.0
HAT-P-7,3,1,2.20474,0.03809,0.03809,16.92559,0.0,584.8072,0.0,0.0,6389.0,2.0,1.56,0.26,0.3433573814578117,0.0,0.0,34.551658169670894,0.3333333333333333
HAT-P-70,1,1,2.74432452,0.04739,0.04739,20.96083,0.0,2154.8874,0.0,0.0,8450.0,1.858,1.89,-0.059,0.43843546596763355,0.0,0.0,102.80544234173932,1.0
HAT-P-8,3,1,3.07634,0.04496,0.04496,15.6926,0.0,406.8224,0.0,0.0,6200.0,1.57,1.27,0.01,0.488034332418008,0.0,0.0,25.924473955877293,0.3333333333333333
HAT-P-9,1,1,3.92281072,0.05287,0.05287,15.614137,0.0,238.05467,0.0,0.084,6350.0,1.338,1.281,0.12,0.5935973534411081,0.0,0.0,15.246098455521429,1.0
HATS-1,1,1,3.446459,0.0444,0.0444,14.594,0.0,589.55,0.0,0.12,5870.0,1.038,0.986,-0.06,0.537373116377378,0.0,0.0,40.39673838563793,1.0
HATS-10,1,1,3.312846,0.04491,0.04491,10.861521,0.0,167.17858,0.0,0.501,5880.0,1.105,1.101,0.15,0.5202012478636374,0.0,0.0,15.391820353705528,1.0
HATS-11,1,1,3.619188,0.0507,0.0507,18.03,0.0,263.7989,0.0,0.34,6563.0,1.54,1.33,0.03,0.5586111432745328,0.0,0.0,14.631109262340543,1.0
HATS-12,1,1,3.142702,0.0441,0.0441,7.76,0.0,759.6137,0.0,0.085,6357.0,1.17,1.16,-0.1,0.497303201923915,0.0,0.0,97.88836340206186,1.0
HATS-13,1,1,3.0440499,0.04057,0.04057,13.585308,0.0,172.58169,0.0,0.181,5523.0,0.887,0.962,0.05,0.483451767387964,0.0,0.0,12.703553721417284,1.0
HATS-14,1,1,2.7667641,0.03815,0.03815,11.646151,0.0,340.39593,0.0,0.142,5346.0,0.933,0.967,0.33,0.44197213187831785,0.0,0.0,29.22819135695562,1.0
HATS-15,1,1,1.74748753,0.02712,0.02712,12.385945,0.0,689.6911,0.0,0.126,5311.0,0.922,0.871,0.0,0.24241408532100242,0.0,0.0,55.68336529832807,1.0
HATS-16,1,1,2.686502,0.03744,0.03744,14.5717,0.0,1039.3041,0.0,0.0,5738.0,1.238,0.97,-0.1,0.4291871682207896,0.0,0.0,71.32346260216723,1.0
HATS-17,1,1,16.254611,0.1308,0.1308,8.709393,0.0,425.25654,0.0,0.029,5846.0,1.091,1.131,0.3,1.2109765805639228,0.0,0.0,48.82734537297834,1.0
HATS-18,1,1,0.83784,0.0174,0.0174,14.896761,0.0,629.144485,0.0,0.166,5600.0,1.02,1.037,0.28,-0.07683890947421514,0.0,0.0,42.233642937548645,1.0
HATS-2,1,1,1.35413379,0.02317,0.02317,12.57647635,0.0,435.42491759,0.0,0.0,5227.0,0.876,0.904,0.15,0.13166157527102723,0.0,0.0,34.6221712244543,1.0
HATS-22,1,1,4.7228124,0.05025,0.05025,10.682177,0.0,870.8542,0.0,0.079,4803.0,0.689,0.759,0.0,0.6742006948329067,0.0,0.0,81.52403765636912,1.0
HATS-23,1,1,2.1605156,0.03397,0.03397,20.84874,0.0,467.2101,0.0,0.114,5780.0,1.199,1.121,0.28,0.3345574064812958,0.0,0.0,22.409512517303206,1.0
HATS-24,1,1,1.3484978,0.0238,0.0238,15.636555,0.0,718.2958,0.0,0.0,6125.0,1.12,1.07,-0.229,0.12985024226192482,0.0,0.0,45.936959899415186,1.0
HATS-25,1,1,4.2986432,0.05163,0.05163,14.12334,0.0,194.82979,0.0,0.176,5715.0,1.107,0.994,0.02,0.6333313988965189,0.0,0.0,13.794880672702066,1.0
HATS-26,1,1,3.3023881,0.04735,0.04735,19.61575,0.0,206.5895,0.0,0.245,6071.0,2.04,1.299,-0.02,0.5188281106542046,0.0,0.0,10.53181754457515,1.0
HATS-27,1,1,4.637038,0.0611,0.0611,16.8135,0.0,168.4499,0.0,0.581,6438.0,1.74,1.415,0.09,0.6662406549043641,0.0,0.0,10.018728997531746,1.0
HATS-28,1,1,3.1810781,0.04131,0.04131,13.383546,0.0,213.58176,0.0,0.202,5498.0,0.922,0.929,0.01,0.5025743317866028,0.0,0.0,15.958532962788786,1.0
HATS-29,1,1,4.6058749,0.05475,0.05475,14.022459,0.0,207.54299,0.0,0.158,5670.0,1.073,1.032,0.16,0.6633121379318357,0.0,0.0,14.800755701977806,1.0
HATS-3,1,1,3.547851,0.0485,0.0485,15.48,0.0,340.382,0.0,0.0,6351.0,1.404,1.209,-0.157,0.5499653723669596,0.0,0.0,21.988501291989664,1.0
HATS-30,2,1,3.1743516,0.04354,0.04354,13.170575,0.0,224.38798,0.0,0.096,5943.0,1.061,1.093,0.06,0.5016550287461454,0.0,0.0,17.03706785770553,0.5
HATS-31,1,1,3.37796,0.0478,0.0478,18.38276,0.0,279.6904,0.0,0.233,6050.0,1.87,1.275,0.0,0.5286545025819024,0.0,0.0,15.214820843007253,1.0
HATS-32,1,1,2.8126548,0.04024,0.04024,14.000041,0.0,292.4036,0.0,0.471,5700.0,1.097,1.099,0.39,0.44911643402990076,0.0,0.0,20.88591026269137,1.0
HATS-33,1,1,2.5495551,0.03727,0.03727,13.78707,0.0,378.85336,0.0,0.08,5659.0,1.022,1.062,0.29,0.40646440220950225,0.0,0.0,27.47888855282522,1.0
HATS-34,1,1,2.1061607,0.03166,0.03166,16.02887,0.0,299.07803,0.0,0.108,5380.0,0.98,0.955,0.25,0.3234915047700014,0.0,0.0,18.65870956592698,1.0
HATS-35,1,1,1.8209993,0.03199,0.03199,16.409976,0.0,388.38826,0.0,0.306,6300.0,1.433,1.317,0.21,0.26030977885027656,0.0,0.0,23.667814017522023,1.0
HATS-36,1,1,4.175186,0.0523,0.0523,12.92,0.0,1022.14128,0.0,0.105,5950.0,1.1,1.1,0.15,0.6206758275978973,0.0,0.0,79.11310216718266,1.0
HATS-37 A,2,1,4.3315366,0.04913,0.04913,6.792654,0.0,31.46517,0.0,0.0,5326.0,0.877,0.843,0.051,0.6366419883900817,0.0,0.0,4.632235058638347,0.5
HATS-38,1,1,4.375021,0.05036,0.05036,6.882326,0.0,23.51942,0.0,0.0,5732.0,1.105,0.89,-0.102,0.6409801419668422,0.0,0.0,3.4173650013091503,1.0
HATS-39,1,1,4.5776348,0.06007,0.06007,17.59813,0.0,200.2329,0.0,0.275,6572.0,1.621,1.379,0.0,0.6606411420582082,0.0,0.0,11.37807823899471,1.0
HATS-4,1,1,2.516729,0.0362,0.0362,11.433,0.0,420.471,0.0,0.013,5403.0,0.925,1.001,0.43,0.40083645347407965,0.0,0.0,36.776961427446864,1.0
HATS-40,1,1,3.2642736,0.04997,0.04997,17.71022,0.0,505.3497,0.0,0.312,6460.0,2.26,1.561,0.01,0.5137865526524261,0.0,0.0,28.534354739805604,1.0
HATS-41,1,1,4.193649,0.0583,0.0583,14.90797,0.0,3082.951,0.0,0.38,6424.0,1.71,1.496,0.47,0.6225920780744083,0.0,0.0,206.7988465230343,1.0
HATS-42,1,1,2.292102,0.03689,0.03689,15.6926,0.0,597.5204,0.0,0.229,6060.0,1.48,1.273,0.22,0.36023394010664994,0.0,0.0,38.07657112269477,1.0
HATS-43,1,1,4.3888497,0.04944,0.04944,13.22662,0.0,82.95363,0.0,0.173,5099.0,0.812,0.837,0.05,0.6423507083049168,0.0,0.0,6.271717944569361,1.0
