num_stars,num_planets,log_orbital_period_mean,inner_orbit,outer_orbit,planet_radius_mean,planet_mass_mean,planet_mass_std,eccentricity_mean,orbital_span,planet_per_star_ratio
2.591622583681666,-0.47676258641713937,1.3210889689938698,0.50510338718285,0.20242413541729373,1.1014387306964808,2.143187019515608,-0.18245719450624603,1.0428369295791193,-0.15945125315364114,-1.0318788590013375
-0.3079233918913155,-0.47676258641713937,1.5442643690964786,0.7449495810666227,0.35058720726228204,1.1200032667746824,2.1231353890949536,-0.18245719450624603,0.009019487642122999,-0.15945125315364114,-0.397316236568382
-0.3079233918913155,-0.47676258641713937,1.059664905215536,0.2305067504352353,0.03279425486749186,1.2685195554002942,1.5288029115571269,-0.18245719450624603,-0.5144323816930652,-0.15945125315364114,-0.397316236568382
-0.3079233918913155,0.7715443142590449,2.8932437209058524,1.636877614571902,8.124939300946751,1.1664146069701862,1.887952689389852,0.5167061401215199,2.391706965372233,10.349502047803098,0.8718090082975287
5.491168559254648,-0.47676258641713937,1.7521737465598917,0.8335291413077885,0.4053065235686697,1.3427776997131,1.2390324911370603,-0.18245719450624603,3.934908507656034,-0.15945125315364114,-1.2433997331456559
-0.3079233918913155,-0.47676258641713937,1.5984569345510327,0.6904390824566743,0.3169137818429665,1.2313904832438913,1.6098443832936216,-0.18245719450624603,-0.12184347969167406,-0.15945125315364114,-0.397316236568382
2.591622583681666,-0.47676258641713937,1.8511812201811628,1.3895362271292615,0.748775462845688,1.1571323389310852,1.926317260708822,-0.18245719450624603,-0.3573968208925087,-0.15945125315364114,-1.0318788590013375
-0.3079233918913155,-0.47676258641713937,0.19329063969893864,-0.1653757457195144,-0.2117589972402871,1.4170358440259059,0.9458379860012563,-0.18245719450624603,-0.3050516339589899,-0.15945125315364114,-0.397316236568382
-0.3079233918913155,0.7715443142590449,1.6670483027827068,0.6107174782396249,0.5820920070200762,1.3706245038304024,1.1459859538142214,0.6075839549565707,0.7287658079780066,0.2979922592182885,0.8718090082975287
2.591622583681666,2.0198512149352292,1.6439715509577308,0.32930702916576665,0.09382733844000124,1.3365895210203662,1.2335125783063923,-0.039053022294311304,0.8378182807561708,-0.15945125315364114,0.2372463858645734
-0.3079233918913155,-0.47676258641713937,1.2358280170114149,0.3000076361629194,0.07572787227711913,1.1756968750092867,1.862392657585838,-0.18245719450624603,2.4496138284174376,-0.15945125315364114,-0.397316236568382
-0.3079233918913155,2.0198512149352292,2.699224936110303,1.1333368836625044,4.589229631918623,1.3675304144840352,1.1865134456103879,0.8031589470285068,0.11807196042028725,5.6581034557263195,2.1409342531634397
-0.3079233918913155,-0.47676258641713937,-0.745562123126693,-0.26165491388933565,-0.27123468488715313,1.491293988338712,0.6731174799282673,-0.18245719450624603,-0.4293714529260971,-0.15945125315364114,-0.397316236568382
2.591622583681666,7.013078817639967,1.8706711411007833,-0.2870431786169191,2.063722725469959,0.5027324421744835,1.001703680727469,1.4335916414904684,-0.1281249021236963,3.2603890968487454,2.7754968755963954
2.591622583681666,7.013078817639967,0.0012839640950822473,-0.2675829306131675,-0.2386977375757395,-0.80606735133872,-0.7920775878814585,-0.17849752955933657,-0.5144323816930652,-0.10678707368378043,2.7754968755963954
-0.3079233918913155,-0.47676258641713937,1.8196112503169104,1.0842774349135509,0.5602042804975211,1.3242131636348986,1.2621121936021626,-0.18245719450624603,-0.23962015029209136,-0.15945125315364114,-0.397316236568382
-0.3079233918913155,2.0198512149352292,0.47769223836377056,-0.2633576855896639,-0.0930601726371999,-0.4406553995327877,-0.2681434488366433,-0.153759950295348,0.816007786200538,0.10129706026597764,2.1409342531634397
-0.3079233918913155,0.7715443142590449,1.7906049545195037,0.9003045021049754,0.6128190077152016,1.3706245038304024,1.1264767254395787,0.5027263076463732,-0.05641199602477548,0.08243654789978883,0.8718090082975287
-0.3079233918913155,-0.47676258641713937,0.8354933570560766,0.030180668043675196,-0.09095558354849267,1.1756968750092867,1.8399831446650152,-0.18245719450624603,2.0949751869428472,-0.15945125315364114,-0.397316236568382
2.591622583681666,0.7715443142590449,2.010907651125817,1.0052372119291257,1.360369052024006,1.3613422357913016,1.2186898399753938,0.9131317508576633,-0.13492977642505377,1.075707467668557,-0.397316236568382
